Address,City,State,Zip,InstitutionName,AUTO_UNIQUE_ID_2013-07-21_nicholasdelrio_institutions,Source,TimeTaken,UpdatedGeocoding,Version,ErrorMessage,TransactionId,naaccrQualCode,naaccrQualType,FeatureMatchingResultType,MatchedLocationType,RegionSizeUnits,InterpolationType,RegionSize,InterpolationSubType,FeatureMatchingGeographyType,MatchScore,FeatureMatchingHierarchy,TieHandlingStrategyType,FeatureMatchingResultTypeTieBreakingNotes,GeocodeQualityType,FeatureMatchingHierarchyNotes,FeatureMatchingResultTypeNotes,FeatureMatchingResultCount,Latitude,Longitude,MatchType,CensusYear,CensusPlaceFips,CensusMsaFips,CensusMetDivFips,CensusMcdFips,CensusCbsaMicro,CensusCbsaFips,CensusBlock,CensusBlockGroup,CensusTract,CensusCountyFips,CensusStateFips,naaccrCertCode,naaccrCertType,MNumber,MNumberFractional,MPreDirectional,MName,MSuffix,MPostDirectional,MSuiteType,MSuiteNumber,MPostOfficeBoxType,MPostOfficeBoxNumber,MCity,MState,MZip,MZipPlus1,MZipPlus2,MZipPlus3,MZipPlus4,MZipPlus5,MPreQualifier,MPostQualifier,MConsolidatedCity,MMinorCivilDivision,MCountySubRegion,MCounty,MPreType,MPreArticle,MPostArticle,PPostArticle,PPreArticle,PPreType,PNumber,PNumberFractional,PPreDirectional,PName,PSuffix,PPostDirectional,PSuiteType,PSuiteNumber,PPostOfficeBoxType,PPostOfficeBoxNumber,PCity,PState,PZip,PZipPlus1,PZipPlus2,PZipPlus3,PZipPlus4,PZipPlus5,PPreQualifier,PPostQualifier,PConsolidatedCity,PMinorCivilDivision,PCountySubRegion,PCounty,FNumber,FNumberFractional,FPreDirectional,FName,FSuffix,FPostDirectional,FSuiteType,FSuiteNumber,FCity,FState,FZip,FZipPlus1,FZipPlus2,FZipPlus3,FZipPlus4,FZipPlus5,FPreQualifier,FPostQualifier,FConsolidatedCity,FMinorCivilDivision,FCountySubRegion,FCounty,FArea,FAreaType,FGeometry,FSource,FVintage,FPrimaryIdValue,FPostOfficeBoxNumber,FPrimaryIdField,FGeometrySRID,FPostOfficeBoxType,FPreType,FPreArticle,FPostArticle
3704 Pheasant Lane, Waterloo, IA,507015239, INTERACTIVE FLOW STUDIES LLC,26,USCGeocoder,468.759,1,4.01,,f8361b8a-6b28-418a-8153-130bafa1a9c4,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,3699.595422,LinearInterpolationAddressRange,StreetSegment,99.40828402,FeatureClassBased,FlipACoin,,AddressRangeInterpolation,,,1,42.45943809,-92.35881439,Relaxed,TwoThousandTen,82425,8920,,94597,0,47940,2026,2,13.02,13,19,1,ResidenceStreetAddress,3704,,,PHEASANT,LN,,,,,,Waterloo,IA,50701,,,,5239,,,,,,3704 Pheasant Lane,,,,,,,,3704,,,PHEASANT,LN,,,,,,Waterloo,IA,50701,,,,5239,,,,,,,,3760-3700,,,Pheasant,Ln,,,,Waterloo,IA,50701,,,,,,,,,,Waterloo,Black Hawk,3699.6,Meters,,SOURCE_CENSUS_TIGERLINES_2010,2010,77254198,,tlid,0,,,,
410 South 3rd Street, River Falls, WI,540225013, University of Wisconsin-River Falls,27,USCGeocoder,375.0072,1,4.01,,67333f58-dad1-4911-872e-8f30d77c235d,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,2823.213246,LinearInterpolationAddressRange,StreetSegment,99.40828402,FeatureClassBased,FlipACoin,,AddressRangeInterpolation,,,1,44.85430677,-92.62387775,Relaxed,TwoThousandTen,68275,5120,,68275,0,33460,2033,2,9603,93,55,1,ResidenceStreetAddress,410,,S,3RD,ST,,,,,,River Falls,WI,54022,,,,5013,,,,,,410 South 3rd Street,,,,,,,,410,,S,3RD,ST,,,,,,River Falls,WI,54022,,,,5013,,,,,,,,498-400,,S,3rd,St,,,,River Falls,WI,54022,,,,,,,,,,River Falls,Pierce,2823.21,Meters,,SOURCE_CENSUS_TIGERLINES_2010,2010,95856628,,tlid,0,,,,
1600 Gendy Street, Fort Worth, TX,761074062, Fort Worth Museum of Science and History,28,USCGeocoder,906.2674,1,4.01,,fc921ea2-c55b-4acf-b8e6-8b43f6e08a31,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,37369.09721,ArealInterpolationGeometricCentroid,Parcel,100,FeatureClassBased,FlipACoin,,ExactParcelCentroidPoint,,,1,32.74382398,-97.36924033,Exact,TwoThousandTen,,40,23104,91380,0,19100,1046,1,1020,439,48,1,ResidenceStreetAddress,1600,,,GENDY,ST,,,,,,Fort Worth,TX,76107,,,,4062,,,,,,1600 Gendy Street,,,,,,,,1600,,,GENDY,ST,,,,,,Fort Worth,TX,76107,,,,4062,,,,,,,,1600,,,Gendy,St,,,,Fort Worth,TX,76107,,,,4062,,,,,,,,37369.1,Meters,,SOURCE_BOUNDARY_SOLUTIONS_PARCEL_CENTROIDS,2012,5653112,,UniqueId,0,,,,
41 Berkeley Street, Boston, MA,21166342, Franklin Institute of Boston,29,USCGeocoder,703.1385,1,4.01,,03ac180f-3d21-4896-b22f-05d543b55b88,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,1209.546602,LinearInterpolationAddressRange,StreetSegment,99.40828402,FeatureClassBased,FlipACoin,,AddressRangeInterpolation,,,1,42.34609978,-71.07044867,Relaxed,TwoThousandTen,7000,1122,14484,7000,0,14460,4005,4,703,25,25,1,ResidenceStreetAddress,41,,,BERKELEY,ST,,,,,,Boston,MA,2116,,,,6342,,,,,,41 Berkeley Street,,,,,,,,41,,,BERKELEY,ST,,,,,,Boston,MA,2116,,,,6342,,,,,,,,33-47,,,Berkeley,St,,,,Boston,MA,2116,,,,,,,,,,Boston,Suffolk,1209.55,Meters,,SOURCE_CENSUS_TIGERLINES_2010,2010,85698232,,tlid,0,,,,
P O BOX 3028, Orlando, FL,328023028, Valencia Community College,30,USCGeocoder,171.8783,1,4.01,,9d9e4731-db5d-41e4-9922-2dda35f09cca,11,CityCentroid,Success,LOCATION_TYPE_POST_OFFICE_BOX,Kilometers,ArealInterpolation,286.673,ArealInterpolationGeometricCentroid,City,100,FeatureClassBased,FlipACoin,,CityCentroid,,,1,28.4158857,-81.2987497,Exact,TwoThousandTen,,2020,,92522,0,36740,1141,1,168.02,95,12,9,Missing,,,,,,,,,,,Orlando,FL,32802,,,,3028,,,,,,P O BOX 3028,,,,,,,,,,,,,,,,,,Orlando,FL,32802,,,,3028,,,,,,,,,,,,,,,,Orlando,FL,,,,,,,,,,,,,286672709,Meters,,SOURCE_CENSUS_2010_PLACES,2010,53000,,placeFp10,0,,,,
1653 West Congress Parkway, Chicago, IL,606123809, Rush-Presbyterian-St Luke's Med Center,31,USCGeocoder,859.3915,1,4.01,,3ef4a50a-38b5-477b-bd72-c24c2a4e1466,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,2262.101946,LinearInterpolationAddressRange,StreetSegment,99.40828402,FeatureClassBased,FlipACoin,,AddressRangeInterpolation,,,1,41.87505965,-87.66832723,Relaxed,TwoThousandTen,14000,1602,16974,14000,0,16980,3019,3,8381,31,17,1,ResidenceStreetAddress,1653,,W,CONGRESS,PKWY,,,,,,Chicago,IL,60612,,,,3809,,,,,,1653 West Congress Parkway,,,,,,,,1653,,W,CONGRESS,PKWY,,,,,,Chicago,IL,60612,,,,3809,,,,,,,,1631-1699,,W,Congress,Pkwy,,,,Chicago,IL,60612,,,,,,,,,,Chicago,Cook,2262.1,Meters,,SOURCE_CENSUS_TIGERLINES_2010,2010,111766284,,tlid,0,,,,
5111 Leesburg Pike Suite 703, Falls Church, VA,220413205, ZEI Engineering Inc,32,USCGeocoder,171.8783,1,4.01,,31aab461-7a20-4799-99b3-ab68a152c10b,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,9358.042438,ArealInterpolationGeometricCentroid,Parcel,99.40828402,FeatureClassBased,FlipACoin,,ExactParcelCentroidPoint,,,1,38.84336451,-77.11745018,Relaxed,TwoThousandTen,4088,8872,47894,94543,0,47900,2000,2,4528.01,59,51,1,ResidenceStreetAddress,5111,,,LEESBURG,PIKE,,STE,703,,,Falls Church,VA,22041,,,,3205,,,,,,5111 Leesburg Pike Suite 703,,,,,,,,5111,,,LEESBURG,PIKE,,STE,703,,,Falls Church,VA,22041,,,,3205,,,,,,,,5111,,,LEESBURG,PIKE,,,,Bailey's Crossroads,VA,22041,,,,3251,,,,,,,,9358.04,Meters,,SOURCE_BOUNDARY_SOLUTIONS_PARCEL_CENTROIDS,2012,452498,,UniqueId,0,,,,
1200 East Colton Avenue, Redlands, CA,923743755, University of Redlands,33,USCGeocoder,140.6277,1,4.01,,bb232117-5316-44ea-be27-5f55fdb0e09e,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,140017.8918,ArealInterpolationGeometricCentroid,Parcel,100,FeatureClassBased,FlipACoin,,ExactParcelCentroidPoint,,,1,34.06159791,-117.1635483,Exact,TwoThousandTen,59962,4472,,92770,0,40140,1001,1,84.04,71,6,1,ResidenceStreetAddress,1200,,E,COLTON,AVE,,,,,,Redlands,CA,92374,,,,3755,,,,,,1200 East Colton Avenue,,,,,,,,1200,,E,COLTON,AVE,,,,,,Redlands,CA,92374,,,,3755,,,,,,,,1200,,E,Colton,Ave,,,,Barstow,CA,92374,,,,3755,,,,,,,,140017.89,Meters,,SOURCE_BOUNDARY_SOLUTIONS_PARCEL_CENTROIDS,2012,3997387,,UniqueId,0,,,,
324 Lakeview Way, Woodside, CA,940623515, Christopher K. Wilson LLC,34,USCGeocoder,296.8807,1,4.01,,211aa106-7ff0-404b-b9e1-92694b3e1ee3,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,1128.305124,ArealInterpolationGeometricCentroid,Parcel,99.40828402,FeatureClassBased,FlipACoin,,ExactParcelCentroidPoint,,,1,37.47082648,-122.2717701,Relaxed,TwoThousandTen,22587,7362,41884,92870,0,41860,1029,1,6097,81,6,1,ResidenceStreetAddress,324,,,LAKEVIEW,WAY,,,,,,Woodside,CA,94062,,,,3515,,,,,,324 Lakeview Way,,,,,,,,324,,,LAKEVIEW,WAY,,,,,,Woodside,CA,94062,,,,3515,,,,,,,,324,,,LAKEVIEW,WAY,,,,La Honda,CA,94062,,,,3317,,,,,,,,1128.31,Meters,,SOURCE_BOUNDARY_SOLUTIONS_PARCEL_CENTROIDS,2012,6438605,,UniqueId,0,,,,
1500 North College Avenue, Claremont, CA,917113157, Rancho Santa Ana Botanic Garden,35,USCGeocoder,250.0048,1,4.01,,ca439095-6f51-4f9e-8971-0c5c2053fdad,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,72777.37038,ArealInterpolationGeometricCentroid,Parcel,100,FeatureClassBased,FlipACoin,,ExactParcelCentroidPoint,,,1,34.11601986,-117.7190782,Exact,TwoThousandTen,13756,4472,31084,90810,0,31100,3004,3,4018,37,6,1,ResidenceStreetAddress,1500,,N,COLLEGE,AVE,,,,,,Claremont,CA,91711,,,,3157,,,,,,1500 North College Avenue,,,,,,,,1500,,N,COLLEGE,AVE,,,,,,Claremont,CA,91711,,,,3157,,,,,,,,1500,,N,College,Ave,,,,Claremont,CA,91711,,,,3157,,,,,,,,72777.37,Meters,,SOURCE_BOUNDARY_SOLUTIONS_PARCEL_CENTROIDS,2012,9154420,,UniqueId,0,,,,
2088 North Beale Road, Marysville, CA,959017605, Yuba Com Col,36,USCGeocoder,343.7566,1,4.01,,d236ef1d-f0c6-4d82-b85b-99022d8d4f3e,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,22386.57506,ArealInterpolationGeometricCentroid,Parcel,100,FeatureClassBased,FlipACoin,,ExactParcelCentroidPoint,,,1,39.12409313,-121.5422989,Exact,TwoThousandTen,41572,9340,,91610,0,49700,1001,1,403.03,115,6,1,ResidenceStreetAddress,2088,,N,BEALE,RD,,,,,,Marysville,CA,95901,,,,7605,,,,,,2088 North Beale Road,,,,,,,,2088,,N,BEALE,RD,,,,,,Marysville,CA,95901,,,,7605,,,,,,,,2088,,N,BEALE,RD,,,,Olivehurst,CA,95901,,,,7605,,,,,,,,22386.58,Meters,,SOURCE_BOUNDARY_SOLUTIONS_PARCEL_CENTROIDS,2012,8368943,,UniqueId,0,,,,
Office of Sponsored Projects, Arlington, VA,222023709, Smithsonian Institution,37,USCGeocoder,218.7542,1,4.01,,09034cf0-d6d4-4214-8b29-02371f8c2ca1,6,AddressZIPPlus4Centroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,6609.243247,LinearInterpolationMidPoint,USPSZipPlus4,100,FeatureClassBased,FlipACoin,,USPSZipPlus4LineCentroid,,,1,38.85461373,-77.04892076,Exact,TwoThousandTen,3000,8872,47894,90072,0,47900,5009,5,1034.02,13,51,2,ResidenceZIPPlus4,,,,,,,,,,,,,22202,,,,3709,,,,,,,,,,,,,,,,,SPONSORED PROJECTS,,,OFFICE,OF,,,Arlington,VA,22202,,,,3709,,,,,,,,,,,,,,,,,VA,22202,,,,3709,,,,,,,,6609.24,Meters,,SOURCE_USPS_ZIP4TIGERLINES,2007,76472558,,tlid,0,,,,
17 Biological Station, St. George's GE01, NULL STATE NAME, NULL ZIP CODE, Bermuda Institute of Ocean Sciences (BIOS) Inc.,38,USCGeocoder,31.2506,1,4.01,,d844fb1d-1d0f-4086-a0f4-c69753c16adb,,Unknown,ExceptionOccurred,LOCATION_TYPE_UNKNOWN,Unknown,NotAttempted,-1,NotAttempted,Unknown,0,FeatureClassBased,FlipACoin,,Unmatchable,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,,,BIOLOGICAL,STA,,,,,,St. George's GE01,,NULL ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,Unknown,,SOURCE_BOUNDARY_SOLUTIONS_PARCEL_CENTROIDS,2012,,,UniqueId,0,,,,
NULL ADDRESS, New York, NY,10017, United Engineering Trustees Inc.,39,USCGeocoder,375.0072,1,4.01,,af9f7047-56ea-46a6-803e-21285f84b604,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,893564.5992,ArealInterpolationGeometricCentroid,ZCTA,100,FeatureClassBased,FlipACoin,,ZCTACentroid,,,1,40.7523247,-73.97271318,Exact,TwoThousandTen,51000,5602,35644,44919,0,35620,1001,1,90,61,36,4,ResidenceZIP,,,,NULL ADDRESS,,,,,,,New York,NY,10017,,,,,,,,,,NULL ADDRESS,,,,,,,,,,,NULL ADDRESS,,,,,,,New York,NY,10017,,,,,,,,,,,,,,,,,,,,,NY,10017,,,,,,,,,,,,893564.6,Meters,,SOURCE_CENSUS_2010_ZCTAS,2010,10017,,zcta5ce10,0,,,,
1138 Pearson, AMES, IA,500112207, Iowa State University,40,USCGeocoder,375.0072,1,4.01,,21cd9963-9af2-431c-852d-a58c9e4616d2,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,125093.5396,ArealInterpolationGeometricCentroid,ZCTA,100,FeatureClassBased,FlipACoin,,ZCTACentroid,,,1,42.02403411,-93.63645066,Exact,TwoThousandTen,1855,,,94566,0,11180,1022,1,8,169,19,4,ResidenceZIP,1138,,,PEARSON,,,,,,,AMES,IA,50011,,,,2207,,,,,,1138 Pearson,,,,,,,,1138,,,PEARSON,,,,,,,AMES,IA,50011,,,,2207,,,,,,,,,,,,,,,,,IA,50011,,,,,,,,,,,,125093.54,Meters,,SOURCE_CENSUS_2010_ZCTAS,2010,50011,,zcta5ce10,0,,,,
2000 University Ave, Muncie, IN,473061022, Ball State University,41,USCGeocoder,250.0048,1,4.01,,aacc7481-2205-42c6-9d34-26249ec44975,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,4579.715227,LinearInterpolationAddressRange,StreetSegment,93.34319527,FeatureClassBased,FlipACoin,,AddressRangeInterpolation,,,1,40.197741,-85.40904852,Relaxed,TwoThousandTen,51876,5280,,11296,0,34620,2002,2,9.02,35,18,1,ResidenceStreetAddress,2000,,,UNIVERSITY,AVE,,,,,,Muncie,IN,47306,,,,1022,,,,,,2000 University Ave,,,,,,,,2000,,,UNIVERSITY,AVE,,,,,,Muncie,IN,47306,,,,1022,,,,,,,,1900-2098,,W,University,Ave,,,,Muncie,IN,47303,,,,,,,,,,Center,Delaware,4579.72,Meters,,SOURCE_CENSUS_TIGERLINES_2010,2010,30834403,,tlid,0,,,,
1401 Presque Isle Avenue, Marquette, MI,498550000, Northern Michigan University,42,USCGeocoder,375.0072,1,4.01,,070afca2-5aea-43fb-8cc1-2afdf04723e2,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,3563.223422,LinearInterpolationAddressRange,StreetSegment,99.40828402,FeatureClassBased,FlipACoin,,AddressRangeInterpolation,,,1,46.55658007,-87.39639558,Relaxed,TwoThousandTen,51900,,,51900,1,32100,1005,1,5,103,26,1,ResidenceStreetAddress,1401,,,PRESQUE ISLE,AVE,,,,,,Marquette,MI,49855,,,,0,,,,,,1401 Presque Isle Avenue,,,,,,,,1401,,,PRESQUE ISLE,AVE,,,,,,Marquette,MI,49855,,,,0,,,,,,,,1401-1499,,,Presque Isle,Ave,,,,Marquette,MI,49855,,,,,,,,,,Marquette,Marquette,3563.22,Meters,,SOURCE_CENSUS_TIGERLINES_2010,2010,182034462,,tlid,0,,,,
NULL ADDRESS, Auburn, AL,368300000, Kocot Kevin M,43,USCGeocoder,203.1289,1,4.01,,4abdd579-bd17-4227-b0d9-284bf7f40e26,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Kilometers,ArealInterpolation,261.315,ArealInterpolationGeometricCentroid,ZCTA,100,FeatureClassBased,FlipACoin,,ZCTACentroid,,,1,32.53891079,-85.49204355,Exact,TwoThousandTen,,450,,90243,0,12220,1034,1,421.01,81,1,4,ResidenceZIP,,,,NULL ADDRESS,,,,,,,Auburn,AL,36830,,,,0,,,,,,NULL ADDRESS,,,,,,,,,,,NULL ADDRESS,,,,,,,Auburn,AL,36830,,,,0,,,,,,,,,,,,,,,,,AL,36830,,,,,,,,,,,,261315441.8,Meters,,SOURCE_CENSUS_2010_ZCTAS,2010,36830,,zcta5ce10,0,,,,
1570 PACHECO ST STE E11, Santa Fe, NM,875053937, Southwest Sciences Inc,44,USCGeocoder,281.2554,1,4.01,,b5e511fd-b9be-41e3-8f22-ec394daf800b,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,9567.407503,LinearInterpolationAddressRange,StreetSegment,99.40828402,FeatureClassBased,FlipACoin,,AddressRangeInterpolation,,,1,35.66311938,-105.9600157,Relaxed,TwoThousandTen,70500,7490,,92820,0,42140,1002,1,10.02,49,35,1,ResidenceStreetAddress,1570,,,PACHECO,ST,,STE,E11,,,Santa Fe,NM,87505,,,,3937,,,,,,1570 PACHECO ST STE E11,,,,,,,,1570,,,PACHECO,ST,,STE,E11,,,Santa Fe,NM,87505,,,,3937,,,,,,,,1538-1598,,,Pacheco,St,,,,Santa Fe,NM,87505,,,,,,,,,,Santa Fe,Santa Fe,9567.41,Meters,,SOURCE_CENSUS_TIGERLINES_2010,2010,609297877,,tlid,0,,,,
8000 Utopia Parkway, Queens, NY,114390000, Saint John's University,45,USCGeocoder,328.1313,1,4.01,,4a6bc11d-f4d0-491b-add6-47430092fb0c,12,CountyCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Kilometers,ArealInterpolation,461.555,ArealInterpolationGeometricCentroid,CountySubRegion,90,FeatureClassBased,FlipACoin,,CountySubdivisionCentroid,,,1,40.65749262,-73.8387599,Relaxed;Soundex,TwoThousandTen,51000,5602,35644,60323,0,35620,3004,3,884,81,36,9,Missing,8000,,,UTOPIA,PKWY,,,,,,Queens,NY,11439,,,,0,,,,,,8000 Utopia Parkway,,,,,,,,8000,,,UTOPIA,PKWY,,,,,,Queens,NY,11439,,,,0,,,,,,,,,,,,,,,,,NY,,,,,,,,,,,Queens,,461555261.9,Meters,,SOURCE_CENSUS_2010_COUNTY_SUBREGIONS,2010,60323,,cousubFp10,0,,,,
NULL ADDRESS, Fairfax, VA,220323912, Veale Richard E,46,USCGeocoder,296.8807,1,4.01,,c77281d9-722f-4b99-9b84-630129911670,6,AddressZIPPlus4Centroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,3984.874094,LinearInterpolationMidPoint,USPSZipPlus4,100,FeatureClassBased,FlipACoin,,USPSZipPlus4LineCentroid,,,1,38.80363789,-77.28389881,Exact,TwoThousandTen,42680,8872,47894,90464,0,47900,3009,3,4302.02,59,51,2,ResidenceZIPPlus4,,,,,,,,,,,,,22032,,,,3912,,,,,,,,,,,,,,,,,NULL ADDRESS,,,,,,,Fairfax,VA,22032,,,,3912,,,,,,,,,,,,,,,,,VA,22032,,,,3912,,,,,,,,3984.87,Meters,,SOURCE_USPS_ZIP4TIGERLINES,2007,76016356,,tlid,0,,,,
3201 Arch Street, Philadelphia, PA,191042737, Drexel University,47,USCGeocoder,609.3867,1,4.01,,c0a781f9-62ae-4ba8-a2f9-15945b149932,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,2059.479487,ArealInterpolationGeometricCentroid,Parcel,100,FeatureClassBased,FlipACoin,,ExactParcelCentroidPoint,,,1,39.9578966,-75.1880593,Exact,TwoThousandTen,60000,6162,37964,60000,0,37980,3015,3,90,101,42,1,ResidenceStreetAddress,3201,,,ARCH,ST,,,,,,Philadelphia,PA,19104,,,,2737,,,,,,3201 Arch Street,,,,,,,,3201,,,ARCH,ST,,,,,,Philadelphia,PA,19104,,,,2737,,,,,,,,3201,,,Arch,St,,,,Philadelphia,PA,19104,,,,2737,,,,,,,,2059.48,Meters,,SOURCE_BOUNDARY_SOLUTIONS_PARCEL_CENTROIDS,2012,237142,,UniqueId,0,,,,
1601 N. Benton Ave, Helena, MT,596250002, Carroll College,48,USCGeocoder,171.8783,1,4.01,,1fe24a63-7a9b-4d3b-bfad-1e631546ec37,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,86201.55356,ArealInterpolationGeometricCentroid,Parcel,98.34319527,FeatureClassBased,FlipACoin,,ExactParcelCentroidPoint,,,1,46.60073449,-112.0388802,Relaxed,TwoThousandTen,35600,,,91722,1,25740,3005,3,8,49,30,1,ResidenceStreetAddress,1601,,N,BENTON,AVE,,,,,,Helena,MT,59625,,,,2,,,,,,1601 N. Benton Ave,,,,,,,,1601,,N,BENTON,AVE,,,,,,Helena,MT,59625,,,,2,,,,,,,,1601,,N,Benton,Ave,,,,Helena,MT,59601,,,,1,,,,,,,,86201.55,Meters,,SOURCE_BOUNDARY_SOLUTIONS_PARCEL_CENTROIDS,2012,772871,,UniqueId,0,,,,
NULL ADDRESS, Berkeley, CA,947102326, Druhan Jennifer L,49,USCGeocoder,421.8831,1,4.01,,4f8f8294-2c91-4edb-94ea-dae12ca3837c,6,AddressZIPPlus4Centroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,4446.695501,LinearInterpolationMidPoint,USPSZipPlus4,100,FeatureClassBased,FlipACoin,,USPSZipPlus4LineCentroid,,,1,37.86525449,-122.2922945,Exact,TwoThousandTen,6000,7362,36084,90200,0,41860,1015,1,4232,1,6,2,ResidenceZIPPlus4,,,,,,,,,,,,,94710,,,,2326,,,,,,,,,,,,,,,,,NULL ADDRESS,,,,,,,Berkeley,CA,94710,,,,2326,,,,,,,,,,,,,,,,,CA,94710,,,,2326,,,,,,,,4446.7,Meters,,SOURCE_USPS_ZIP4TIGERLINES,2007,124993119,,tlid,0,,,,
2112 Cleveland Boulevard, Caldwell, ID,836054494, College of Idaho,50,USCGeocoder,343.7566,1,4.01,,343ee82c-f081-41bd-8b8e-fd66ba582ab4,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,1495.492395,LinearInterpolationAddressRange,StreetSegment,99.40828402,FeatureClassBased,FlipACoin,,AddressRangeInterpolation,,,1,43.65468906,-116.675761,Relaxed,TwoThousandTen,,1080,,90483,0,14260,5001,5,215,27,16,1,ResidenceStreetAddress,2112,,,CLEVELAND,BLVD,,,,,,Caldwell,ID,83605,,,,4494,,,,,,2112 Cleveland Boulevard,,,,,,,,2112,,,CLEVELAND,BLVD,,,,,,Caldwell,ID,83605,,,,4494,,,,,,,,2148-2100,,,Cleveland,Blvd,,,,Caldwell,ID,83605,,,,,,,,,,Caldwell,Canyon,1495.49,Meters,,SOURCE_CENSUS_TIGERLINES_2010,2010,122824791,,tlid,0,,,,
1201 New York Avenue N W., Washington, DC,200056108, Consortium for Ocean Leadership Inc,51,USCGeocoder,687.5132,1,4.01,,ef348750-8f80-42e7-b724-b54b4d47f94a,6,AddressZIPPlus4Centroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,3266.436558,LinearInterpolationMidPoint,USPSZipPlus4,100,FeatureClassBased,FlipACoin,,USPSZipPlus4LineCentroid,,,1,38.90039466,-77.02882415,Exact,TwoThousandTen,50000,8872,47894,50000,0,47900,1007,1,58,1,11,2,ResidenceZIPPlus4,,,,,,,,,,,,,20005,,,,6108,,,,,,,,,,,,,,1201,,,NEW YORK N,AVE,W,,,,,Washington,DC,20005,,,,6108,,,,,,,,,,,,,,,,,DC,20005,,,,6108,,,,,,,,3266.44,Meters,,SOURCE_USPS_ZIP4TIGERLINES,2007,76226156,,tlid,0,,,,
2560 Bancroft Way #213, Berkeley, CA,947041713, Ultimode Systems,52,USCGeocoder,562.5108,1,4.01,,61ceec17-0eaa-4bba-9176-b642aa57e709,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,2432.702161,LinearInterpolationAddressRange,StreetSegment,99.40828402,FeatureClassBased,FlipACoin,,AddressRangeInterpolation,,,1,37.86879752,-122.2579446,Relaxed,TwoThousandTen,6000,7362,36084,90200,0,41860,1001,1,4228,1,6,1,ResidenceStreetAddress,2560,,,BANCROFT,WAY,,UNIT,#213,,,Berkeley,CA,94704,,,,1713,,,,,,2560 Bancroft Way #213,,,,,,,,2560,,,BANCROFT,WAY,,UNIT,#213,,,Berkeley,CA,94704,,,,1713,,,,,,,,2544-2588,,,Bancroft,Way,,,,Berkeley,CA,94704,,,,,,,,,,Berkeley,Alameda,2432.7,Meters,,SOURCE_CENSUS_TIGERLINES_2010,2010,606840872,,tlid,0,,,,
NULL ADDRESS, Atherton, CA,940273037, Schroeder Kari B,53,USCGeocoder,265.6301,1,4.01,,83c5a2b3-90a4-4e09-ac21-cc2b05b69d53,6,AddressZIPPlus4Centroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,2262.724528,LinearInterpolationMidPoint,USPSZipPlus4,100,FeatureClassBased,FlipACoin,,USPSZipPlus4LineCentroid,,,1,37.46832473,-122.1978585,Exact,TwoThousandTen,3092,7362,41884,92870,0,41860,2005,2,6115,81,6,2,ResidenceZIPPlus4,,,,,,,,,,,,,94027,,,,3037,,,,,,,,,,,,,,,,,NULL ADDRESS,,,,,,,Atherton,CA,94027,,,,3037,,,,,,,,,,,,,,,,,CA,94027,,,,3037,,,,,,,,2262.72,Meters,,SOURCE_USPS_ZIP4TIGERLINES,2007,192388088,,tlid,0,,,,
